ID,Tweet,Target,Stance,Ans1,Ans2,Ans3,FOL
10,RT @GrumpyOldGuy2: #DebbieWashermanSchultz the woman has a voice the doctor has a voice. Who speaks for the baby? I'm just askin.,Legalization of Abortion,AGAINST,∀x ((speaks for the baby(x) ∧ is the legalization of abortion(x)) → opposes(x)) → opposed,"∀x(is abortion(x) → ∃y(is a baby(y) ∧ ¬speaks for y(y,y))) ∧ is opposed to(x) → opposed",∀x (is a baby(x) → ¬has a voice(x) ∧ ¬is a doctor(x) ∧ ¬is a government(x) → opposes the legalization of abortion(x)) → opposed,∀x (is legalization of abortion(x) → ¬speaks for the baby(x)) → opposed
11,"A needed, safe medical procedure is available to women. Unfortunately, RW men say they should make women's decisions. Sad, huh?",Legalization of Abortion,FAVOR,"∀x ((is a medical procedure(x) ∧ is safe(x) ∧ is available to women(x)) → ¬makes y's decisions(x, women)) ∧ is opposed(is the legalization of abortion(x)) → opposed",∃x (is abortion(x) ∧ is needed(x) ∧ is safe(x) ∧ allows women's decisions(x) ∧ opposes men's decisions(x)) → support,∀x ((is a medical procedure(x) ∧ is safe(x) ∧ is available to women(x)) → ¬is a decision made by RW men(x)) → is the legalization of abortion(x) → support,"∀x ((is a medical procedure(x) ∧ is safe(x) ∧ is available to women(x)) → ¬makes decision(x, women)) ∧ opposes(is the legalization of abortion(x)) → opposed"
12,"RT @ProLifeYouth: ""It seems to me clear as daylight that abortion would be a crime."" -Ghandi #ProLifeYouth",Legalization of Abortion,AGAINST,∀x (is the legalization of abortion(x) → is a crime(x)) ∧ opposes the legalization of abortion(Ghandi) → opposed,"∃x(is legalization(x) ∧ is abortion) ∧ ∃y(is a crime(y) ∧ y=is abortion) ∧ is pro-life(z) → is opposed to y(z, is legalization(is abortion)) → opposed",∀x (is Gandhi's statement(x) → ¬is legalization of abortion(x) ∧ is a crime(x)) → opposed,∀x (is the legalization of abortion(x) → is a crime(x)) ∧ opposes the legalization of abortion(Ghandi) → opposed
13,@LilaGraceRose defunding PP won't mean fewer abortions. It will mean more dead women.,Legalization of Abortion,FAVOR,∀x ((is defunding Planned Parenthood(x) → ¬results in fewer abortions(x)) ∧ (is defunding Planned Parenthood(x) → results in more dead women(x))) → support,∀x (leads to defunding of Planned Parenthood(x) → leads to more dead women(x)) ∧ (¬leads to more dead women(x) → implies legalization of abortion(x)) → is supportive of legalization of abortion(x) → support,∀x (is defunding Planned Parenthood(x) → ¬is women's health(x) ∧ ¬is safe(x)) ∧ ∀x (is the legalization of abortion(x) → is women's health(x) ∧ is safe(x)) → support,∀x ((is defunding Planned Parenthood(x) → ¬results in fewer abortions(x)) ∧ (is defunding Planned Parenthood(x) → results in more dead women(x))) → support
14,"Govt cannot force you to get chemo but if you're a fetus, you must live! #JulieBorowski #reproductiverights",Legalization of Abortion,FAVOR,∀x ((¬is the legalization of abortion(x) ∧ is a fetus(x)) → must be allowed to live(x)) → opposed,∃x (is about reproductive rights(x) ∧ (¬forces something(y) ∧ forces something(z)) ∧ is legalization of abortion(x)) → is supportive(is legalization of abortion(x)) → support,¬(is a government(x) ∧ cannot force chemotherapy(x)) ∧ (is a fetus(x) ∧ must be protected(x)) → opposed,∀x ((is government(x) ∧ ¬forces chemotherapy(x)) ∧ (is fetus(x) → must be protected(x))) → opposed
15,"A person's a person, no matter how small. - Dr. Suess #WAAR",Legalization of Abortion,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral,∀x (is a person(x) ∧ is small/fetal size(x)) → ¬supports abortion(x) → opposed,∀x (has inherent value(x) ∧ is a person(x) → ¬supports the legalization of abortion(x)) → opposed,∀x (is a person(x) ∧ is small(x)) → ¬supports the legalization of abortion(x) → opposed
16,As long as they are allowed to show medically correct photos of contraception use at the family planning table #StopAbortion,Legalization of Abortion,AGAINST,∀x ((is showing medically correct photos of contraception use at the family planning table(x) ∧ supports stopping abortion(x)) → ¬is the legalization of abortion(x)) → opposed,∀x ((is photos of contraception(x) → (supports family planning(x) ∧ ¬is abortion(x))) ∧ is the legalization of(is abortion(x))) → opposed,∀x (is shown at a family planning table(x) ∧ is a photo of contraception use(x) ∧ is medically correct(x) → opposes abortion(x) ∧ is related to legalization of abortion(x)) → opposed,∀x ((is showing medically correct photos of contraception use at the family planning table(x) ∧ supports stopping abortion(x)) → ¬is the legalization of abortion(x)) → opposed
17,"Thanks for gently spoken truth, @DanaPerino ! How DO we as a nation ""protect the innocent""? #TheFive #CCOT #DNC #RNC",Legalization of Abortion,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) ∧ implies protection of innocents(x) → opposes the target(is the target)) → opposed,∀x (¬(is a reference to the legalization of abortion(x) ∨ is a reference to the truth(x) ∨ is a reference to the innocent(x) ∨ is a reference to the nation(x)) → ¬G(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) ∧ implies protection of innocents(x) → opposes the target(is the target)) → opposed
18,@LuM1996 @KurtSchlichter #Obama cares more about deserters than unborn babies #ProtectTheUnprotected #AntiAbortion,Legalization of Abortion,AGAINST,∀x (is the legalization of abortion(x) → cares more about deserters than unborn babies(x)) → opposed,"∀x (is Obama(x) → (cares about(x,is deserters) ∧ ¬cares about(x,is unborn babies))) ∧ (#AntiAbortion → ¬is legalization of abortion(x)) → opposed","∀x (cares about y(x, is a deserter) ∧ ¬cares about y(x, is an unborn baby) → ¬is in favor of the legalization of abortion(x)) → opposed",∀x (is in favor of the legalization of abortion(x) → (cares more about deserters(x) than unborn babies(x))) → opposed
19,"Dear Nuns, your advocacy of tax paying is weird. #war #Iraq #deathpenalty #taxespayforthistoo #TaxpayerPride",Legalization of Abortion,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral,"∀x (¬is mentioned(x) ∧ ¬is referenced(x)) → ¬is the target ""Legalization of Abortion""(x) → neutral",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) ∧ ∀x (is related to nuns(x) ∧ is related to taes(x) ∧ is related to war(x) ∧ is related to death penalty(x) → ¬is the legalization of abortion(x)) → neutral,∀x (is related to nuns(x) ∧ is related to taxes(x) ∧ is related to war(x) ∧ is related to death penalty(x) → ¬is the legalization of abortion(x)) → negative
20,I've noticed that everybody that is for Abortion has already been born-Ronald Reagan #LetthemLive #AllLivesMatter,Legalization of Abortion,AGAINST,∀x ((supports the legalization of abortion(x) ∧ has already been born(x)) → is opposed to the legalization of abortion(x)) → opposed,∀x (supports abortion(x) → has been born(x)) ∧ (#LetthemLive ∧ #AllLivesMatter → opposes abortion(x)) → opposed,∀x (is a supporter of abortion(x) → has been born(x) → ¬is in favor of the legalization of abortion(x)) → opposed,∀x ((supports the legalization of abortion(x) ∧ has been born(x)) → opposes the legalization of abortion(x)) → opposed
21,Follow #Patriot --> @Enuffis2Much. Thanks for following back!! #Truth #Liberty #Justice #ProIsrael #WakeUpAmerica #FreeAmirNow,Legalization of Abortion,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral,∀x (¬is mentioned(x) → ¬is the target(x)) → neutral,The attitude towards the legalization of abortion is Neutral. → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral
22,".@DRUDGE_REPORT not sure I agree with her decision but, it is her decision.I wonder how many of the critics would support abortion?",Legalization of Abortion,FAVOR,∀x ((is someone's decision(x) ∧ ¬opposes abortion(x)) → ¬is the legalization of abortion(x)) → opposed,∃x(is a decision(x) ∧ is someone else's to make(x)) ∧ ∃x(is questioning(x) ∧ is a critic(x) ∧ is abortion(x)) ∧ ¬∃x(is the legalization of abortion(x)) → neutral,∀x (is a personal choice(x) → ¬is related to the legalization of abortion(x)) ∧ ∀x (is a critic(x) → ¬is a personal choice(x)) → neutral,∀x ((is someone's decision(x) ∧ opposes abortion(x)) → ¬is the legalization of abortion(x)) → opposed
23,Patient advocate Stephen Casey of Texas Center for Defense of Life strongly supports #HB3074. #TXlege,Legalization of Abortion,AGAINST,∀x (supports the legalization of abortion(x) → Legalization of Abortion) → support,∃x (supports HB3074(x) ∧ is opposed to abortion(x) ∧ ¬is about abortion legalization(x)) → opposed,supports HB3074(x) → ¬is the legalization of abortion(x) → opposed,supports HB3074(Stephen Casey) → Legalization of Abortion
24,Are the same people who are red faced and frothing over abortion also against the death penalty? Just wondering... #deathpenalty,Legalization of Abortion,FAVOR,∀x (is against the legalization of abortion(x) → is against the death penalty(x)) → opposed,∃x (is against abortion(x) ∧ ¬is against the death penalty(x)) → ¬supports legalization of abortion(x) → opposed,∀x (is against abortion(x) → ¬is for the death penalty(x)) ∧ ∀x (¬is against abortion(x) → is neutral(x)) → neutral,∀x (is against the legalization of abortion(x) → is against the death penalty(x)) → opposed
25,Hey Megan--a baby's heart starts beating at 21 days after conception. No time is the right time to end its life!! #kellyfile,Legalization of Abortion,AGAINST,∀x ((is the legalization of abortion(x) → ends a baby's life(x)) ∧ ¬ends a baby's life(x)) → opposed,∀x (is abortion(x) → ends a life(x)) ∧ ¬is legal(is abortion(x)) → opposed,∀x (is a fetus(x) → (has a heart that beats(x) ∧ ¬is aborted(x))) ∧ ¬is legal(x) → opposed,∀x (is the legalization of abortion(x) → ends a baby's life(x)) ∧ ends a baby's life(x) → opposed
26,@AzzarelliJim Not so great for the women you want to force to give birth against their wills. #rapeculture,Legalization of Abortion,FAVOR,∀x (is the legalization of abortion(x) → ¬forces women to give birth against their wills(x)) → support,Not Refer → neutral,∀x (is opposed by Jim Azzarelli(x) → ¬is the legalization of abortion(x)) → opposed,∀x (is the legalization of abortion(x) → ¬forces women to give birth against their wills(x)) → support
27,What a great day to argue the benefits of making abortion legal,Legalization of Abortion,FAVOR,∀x (is the legalization of abortion(x) → is a great day to argue the benefits(x)) → support,∃x (has benefits(x) ∧ is abortion(x) ∧ is legal(x)) → the sentence's position is supportive(p) → support,∀x (is legal(x) → is abortion(x) → is supported(x)) → support,∀x (is the legalization of abortion(x) → is a great day to argue the benefits(x)) → support
28,If my body is the only way you can live and I don't want that I have the right to dismiss you. I don't know why that's a problem,Legalization of Abortion,FAVOR,∀x ((is the legalization of abortion(x) ∧ has the right to dismiss someone(x)) → ¬is seen as a problem(x)) → support,∀x (is a body(x) → has a right(x) ∧ has control(x)) → is legal(is abortion(x)) → support,∀x (is a body(x) ∧ is a life(x) ∧ ¬is a right(x) → is abortion(x)) → support,∀x ((is the legalization of abortion(x) ∧ has the right to dismiss someone(x)) → ¬is seen as a problem(x)) → support
29,People who want kids can b prochoice. U don't have to want an abortion to b prochoice. People who had a miscarriage can b prochoice,Legalization of Abortion,FAVOR,∀x ((wants kids(x) ∧ is pro-choice(x)) ∧ (¬wants an abortion(x) ∧ is pro-choice(x)) ∧ (had a miscarriage(x) ∧ is pro-choice(x))) → supports the legalization of abortion(x) → support,∀x ((is a person(x) ∧ (wants kids(x) ∨ had a miscarriage(x))) → (is prochoice(x) → supports legalization of abortion(x))) → support,∀x (is pro-choice(x) → is the legalization of abortion(x)) ∧ ∀x (is a miscarriage(x) → is pro-choice(x)) ∧ ∀x (wants children(x) → is pro-choice(x)) → support,∀x ((wants kids(x) ∨ had a miscarriage(x)) → (is pro-choice(x) → supports legalization of abortion(x))) → support
30,@HillaryClinton Don't you mean to say (all children deserve the same chances) except the UNBORN CHILDREN?,Legalization of Abortion,AGAINST,∀x ((is the legalization of abortion(x) ∧ is an unborn child(x)) → ¬deserves the same chances(x)) → opposed,∃x (is an unborn child(x) ∧ ¬deserves chances(x)) → opposes(is legalization of abortion(x)) → opposed,∀x (is a child(x) → ¬is unborn(x) ∨ ¬deserves the same chances(x)) ∧ ∀x (is aborted(x) → ¬is a child(x)) → opposed,∀x ((is the legalization of abortion(x) ∧ is an unborn child(x)) → ¬deserves the same chances(x)) → opposed
31,You know what's best for you You know what's best for your happiness You know what's best for your well being,Legalization of Abortion,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → is legalization of abortion(x)) → is neutral(x) → neutral,Not Refer → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is legalization of abortion(x)) → neutral
32,@RyanDeloosh only if u want me to smash ur head through a solid wall made of steel each time u say it then shore honay #urchoice,Legalization of Abortion,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral,Not Refer → neutral,Not Refer → neutral,¬(is mentioned(Legalization of Abortion) ∨ is referenced(Legalization of Abortion)) → neutral
33,Assaulting & manipulating pregnant people doesn't reduce,Legalization of Abortion,FAVOR,∀x (¬(Assaulting(x) ∧ Manipulating(x)) → ¬reduces something(x)) ∧ is the legalization of abortion(Abortion) → support,∀x (is assaulting/manipulating pregnant people(x) → is opposed(x)) ∧ ¬(is legalization of abortion(x) → is opposed(x)) → neutral,∀x (is assaulting or manipulating pregnant people(x) → ¬reduces the need for abortion(x)) ∧ ∀x (is the legalization of abortion(x) → ¬is assaulting or manipulating pregnant people(x)) → support,∀x (is assaulting/manipulating pregnant people(x) → ¬reduces something(x)) ∧ is the legalization of abortion(Abortion) → support
34,People who have never had an abortion can be prochoice. People with a uterus can be prochoice. People who never want kids can be,Legalization of Abortion,FAVOR,∀x ((¬has had an abortion(x) ∧ has a uterus(x)) ∨ wants kids(x)) → is prochoice(x) → supports the legalization of abortion(x) → support,∀x (is a person(x) → (is prochoice(x) → allows abortion choice(x))) → support,∀x (¬has had an abortion(x) ∧ ¬wants kids(x) → is pro-choice(x)) ∧ ∀x (has a uterus(x) → is pro-choice(x)) → support,∀x ((¬has had an abortion(x) ∧ has a uterus(x)) ∨ ¬wants kids(x)) → is prochoice(x) → supports the legalization of abortion(x) → support
35,@jemimakirke my hat is off to you for speaking out about something that is rarely discussed by anyone who has a voice.,Legalization of Abortion,NONE,∀x ((is the legalization of abortion(x) ∧ is rarely discussed(x)) → is praised for speaking out(x)) → support,∃x(is spoken out about(x) ∧ ¬is discussed(x) ∧ has a voice(x)) ∧ is the target(x) = Legalization of Abortion → neutral,∀x (is praised(x) ∧ speaks out(x) → is a rare topic(x)) → support,∀x ((is the legalization of abortion(x) ∧ is rarely discussed(x)) → is praised for speaking out(x)) → support
36,"Anti-vaxxers are such an idiotic bunch... Seriously, guys. Vaccinate. Your. Kids. #stopsb277 #conformcomics #marvel #dc",Legalization of Abortion,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is abortion(x)) ∧ (is mentioned(is vaccination(x)) ∧ is referenced(is vaccination(x))) → neutral,∀x (¬(is mentioned(x) ∧ is vaccination(x)) → ¬is stupid(x)) ∧ ¬is legalization of abortion(x) → neutral,∀x (is anti-vaxxer(x) → opposes vaccination(x)) → negative
37,They may need to figure out how to get out of school or work that day.,Legalization of Abortion,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral,"∀x (¬is mentioned(x) ∧ ¬is referenced(x)) → ¬is the target ""Legalization of Abortion""(x) → neutral",∀x (¬is related to the legalization of abortion(x) → is neutral(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral
38,God forbid you'd ever have to walk a mile in her shoes. Then you really might know what it's like to have to choose.,Legalization of Abortion,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral,∀x((is a choice(x) ∧ involves women(x)) → leads to understanding(x)) ∧ (leads to understanding(x) → is supportive(is legalization of abortion(x))) → support,∀x (is a difficult eperience(x) → is a choice(x)) → is the legalization of abortion(x) → support,∀x ((is a difficult experience(x) ∧ involves women(x)) → leads to understanding(x)) ∧ (leads to understanding(x) → is supportive(is legalization of abortion(x))) → Support
39,"I know what's best, for my health. You don't know anything about me.",Legalization of Abortion,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is abortion(x)) ∧ ∃y (knows about speaker(y) ∧ ¬knows about speaker(speaker)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the legalization of abortion(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the legalization of abortion(x)) ∧ ∃y (knows about speaker(y) ∧ ¬knows about speaker(speaker)) → neutral
40,"Some people are not ready for a child or they were even raped, and theres already too many kids who need adopting anyway",Legalization of Abortion,FAVOR,"∃x ((¬is ready for a child(x) ∨ was raped(x)) ∧ ∃y is a kid who needs adopting(y)) → Support the given target ""Legalization of Abortion"" ∨ ∀x (is the legalization of abortion(x) → Support the given target ""Legalization of Abortion"") → support",Not Refer → neutral,∀x ((is ready for a child(x) ∨ was raped(x)) → ¬needs adopting(x)) ∧ ∀x (needs adopting(x) → is the legalization of abortion(x)) → support,"∃x ((¬is ready for a child(x) ∨ was raped(x)) ∧ ∃y (is a kid who needs adopting(y))) → Support the given target ""Legalization of Abortion"""
41,"RT @pari_passu: Dear Religious Right: I keep my uterus out of your church, so keep your church out my uterus.",Legalization of Abortion,FAVOR,∀x (is the legalization of abortion(x) → supports the legalization of abortion(x)) → support,"∀x(is religious group(x) → ¬interferes with y(x,is uterus(y))) ∧ supports(is abortion(x)) → support",∀x (is a uterus(x) → ¬is a church(x) ∧ ¬is the legalization of abortion(x)) → support,∀x (is the legalization of abortion(x) → supports the legalization of abortion(x)) → support
42,"@TheFullBug Dehumanizing? Why are you dehumanizing the pregnant person? They're more than walking incubators, and have rights!",Legalization of Abortion,FAVOR,∀x ((dehumanizes pregnant individuals(x) → ¬asserts rights(x)) ∧ ¬dehumanizes pregnant individuals(x)) → support,∀x (is a pregnant person(x) → (¬is referred to as an incubator(x) ∧ has rights(x))) → supports legalization of abortion(x) → support,∀x (is a pregnant person(x) → (has rights(x) ∧ ¬is dehumanized(x))) ∧ (is related to the legalization of abortion(x) → ¬is dehumanized(x)) → support,∀x (is a pregnant person(x) → (is not dehumanized(x) ∧ has rights(x))) ∧ (is related to the legalization of abortion(x) → is not dehumanized(x)) → support
43,The Democrats just gave the most chilling reply when asked if they support aborting 7-pound babies,Legalization of Abortion,AGAINST,∀x (supports aborting 7-pound babies(x) → ¬is the legalization of abortion(x)) → opposed,"∃x(are Democrats(x) ∧ supports y(x, is abortion(y)) ∧ is a baby(y) ∧ weighs 7 pounds(y)) → opposed",∀x (is a Democrat(x) → ¬is the legalization of abortion(x)) ∧ ∀x (supports aborting 7-pound babies(x) → ¬is the legalization of abortion(x)) → opposed,∀x ((is Democrat(x) ∧ supports aborting 7-pound babies(x)) → ¬is the legalization of abortion(x)) → opposed
44,Up at this ridiculous hour to #protectthezone. #Alabama,Legalization of Abortion,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral,"∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target (""Legalization of Abortion"")(x)) → neutral",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the legalization of abortion(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the legalization of abortion(x)) → neutral
45,"Tip for protesters everywhere: your goal is to change the minds of rational adults, not to scar the minds of little kids. #PGH",Legalization of Abortion,NONE,∀x ((is a protester(x) ∧ is the legalization of abortion(Abortion)) → (wants to change the minds of rational adults(x) ∧ ¬wants to scar the minds of little kids(x))) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is abortion(x)) ∧ ∀x(is protesters(x) → ¬is abortion(x)) → neutral,(∀x (is a protester(x) → (is a goal(x) ∧ ¬(is a mind(x) ∧ is a child(x)))) → ¬is the legalization of abortion(x)) → neutral,∀x ((is a protester(x) ∧ is the legalization of abortion(Abortion)) → (wants to change the minds of rational adults(x) ∧ ¬wants to scar the minds of little kids(x))) → neutral
46,"Good morning Patriots, let us continue to Pray for this great Nation and the #UnBorn on this great day God has given us!! #ccot",Legalization of Abortion,AGAINST,∀x ((is the #UnBorn(x) ∧ is prayed for(x)) → is opposed(is the legalization of abortion(x))) → opposed,∀x (prays for something(x) ∧ is unborn(x)) → ¬is the legalization of abortion(x) → opposed,∀x (is a person(x) ∧ is a nation(x) ∧ is unborn(x) ∧ is God(x) ∧ is a day(x) → ¬is legalization(x)) → opposed,∀x ((is the #UnBorn(x) ∧ is prayed for(x)) → is opposed(is the legalization of abortion(x))) → opposed
47,Children are the greatest blessing which God has bestowed on man and woman. -Pope Francis #LifeisaGift,Legalization of Abortion,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral,∀x (is a blessing(Children) ∧ is life(x) is is a gift) → is opposed(is abortion(x)) → opposed,∀x (is a blessing(x) ∧ is a child(x) → ¬is aborted(x)) ∧ ¬is opposed to abortion(x) → opposed,∀x (is a blessing(x) ∧ is a child(x) → ¬is aborted(x)) ∧ ¬is opposed to abortion(x) → opposed
48,It is the greatest of all mistakes to do nothing because you can only do little. Do what you can. | #humandignity,Legalization of Abortion,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the legalization of abortion(x)) → neutral,∀x (¬is mentioned(x) ∧ ¬is referenced(x)) ∧ (is an action(x) ∧ ¬has impact(x)) → is legalization of abortion(x) → support,∀x (¬is mentioned(x) → ¬is the legalization of abortion(x)) → neutral,∀x (is an action(x) ∧ has impact(x) → is the legalization of abortion(x)) → Support
49,Good morning @JustinTrudeau. Do you plan to tell @WadePEILiberal that women on PEI deserve the right to choose? #cdnpoli #peipoli,Legalization of Abortion,FAVOR,∀x (deserves the right to choose(x) → is the legalization of abortion(x)) → support,∃x (is the right to choose(x) ∧ is about women's bodies(x) ∧ is about abortion(x)) → shows support(x) → support,∀x (is supported by the speaker(x) → is the legalization of abortion(x)) → support,∀x (deserves the right to choose(x) ∧ is about women's bodies(x) ∧ is about abortion(x) → supports legalization of abortion(x)) → Support
