ID,Tweet,Target,Stance,Ans1,Ans2,Ans3,FOL
14,"Women don't make 75% less than men for the same job. Women, on average, make less then men. Look it up feminazis. #EqualPayDay",Feminist Movement,AGAINST,∀x ((is a woman(x) ∧ makes less than men(x)) ∧ is a feminist(x)) → is opposed(x) → opposed,∃x(is feminist movement(x) ∧ is called feminazis(x)) → is opposed(Feminist Movement) → opposed,∀x (supports the feminist movement(x) ∧ advocates for equal pay(x) → ¬is a feminist(x)) → opposed,∀x ((is a woman(x) ∧ makes less than men(x)) ∧ is a feminist(x)) → is opposed(x) → opposed
15,@lucyblakeman12 You need feminism more than you need anything else in your life. You couldn't survive or speak w/o it.,Feminist Movement,FAVOR,∀x (is the Feminist Movement(x) → (is essential for survival(x) ∧ is essential for communication(x))) → support,∃x (is the target (feminist movement)(x) ∧ (is necessary(x) ∧ (allows for survival(x) ∨ allows for speech(x)))) → support,∀x (needs feminism(x) → is a feminist(x)) → support,∀x (needs feminism(x) → (is essential for survival(x) ∧ is essential for communication(x))) → support
16,"MRAs just tried to ""enlighten"" me, which went about as well as the flight of the Hindenburg.",Feminist Movement,FAVOR,"∀x (is MRAs(x) ∧ attempted to ""enlighten"" y(x, me) ∧ was unsuccessful in enlightening y(x, me)) → is opposed(is the feminist movement) → opposed","MRA(y) ∧ Tried(y, enlighten) ∧ Hindenburg(y) → has a negative attitude(y) ∧ ¬has a negative attitude(x) → has a supportive attitude(x) → support","∀x (is an MRA(x) → has a negative attitude towards y(x, is a feminist(x))) → support","∀x (is MRA(x) ∧ attempted to enlighten y(x, me) ∧ was unsuccessful in enlightening y(x, me)) → is opposed(is the feminist movement) → opposed"
17,Why do girls/women spend so much time to be pretty and attractive and then complain if they're reduced to a sex symbol?,Feminist Movement,AGAINST,∀x ((spends time to be pretty and attractive(x) ∧ complains if reduced to a se symbol(x)) → ¬is part of the feminist movement(x)) → opposed,Not Refer → neutral,∀x (is a feminist movement(x) → ¬(judges women based on appearance(x) ∧ objectifies women(x))) → opposed,∀x ((spends time to be pretty and attractive(x) ∧ complains if reduced to a sex symbol(x)) → ¬is part of the feminist movement(x)) → opposed
18,@randomtweetor i hate to break it to u bruh but women do get pretty for us. They get pretty to show other women #feminist,Feminist Movement,FAVOR,∀x ((gets pretty(x) ∧ shows other women(x)) ∧ ¬(gets pretty(x) ∧ is attracted to(x))) → opposed,"∃x(is feminist(feminist movement) ∧ advocates independence for women(feminist movement) ∧ allows women to choose(feminist movement)) ∧ ¬advocates independence for women(sentence) ∧ ¬allows women to choose(sentence) → opposes(sentence, feminist movement) → opposed","∀x (is a feminist(x) → ¬gets pretty(x) ∨ ¬shows y(x, y) ∨ is opposed to y(x, y)) → opposed",∀x ((is feminist(x) → (gets pretty(x) ∧ shows other women(x))) ∧ ¬(is attracted to(x))) → opposed
19,"Job should always go to best candidate, regardless of gender. Gender shouldn't even matter anymore, it's 2015! #PaulHenry",Feminist Movement,FAVOR,∀x ((is gender(x) ∧ should not be a factor(x)) → is the feminist movement(x)) ∧ It is 2015 → support,∀x(is a job(x) → (is the best candidate(x) ∧ ¬(is a gender(x)))) ∧ is opposed(is feminist movement(x)) → opposed,∀x (supports gender equality(x) → is a feminist movement(x)) → support,∀x ((is gender(x) ∧ should not be a factor(x)) → is the feminist movement(x)) ∧ It is 2015 → support
20,"What do you say to a woman with two black eyes? Nothing, she's already been told twice.",Feminist Movement,AGAINST,is opposed(is the feminist movement) → opposed,Not Refer → neutral,Not Refer → neutral,∀x (is the feminist movement(x) → (condemns violence against women(x))) → Support
21,Did you know? Gender stereotypes as we know then developed with beginning of the 18. century. #gender,Feminist Movement,FAVOR,∀x ((is a stereotype(x) ∧ developed in the 18th century(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬refers to the target(x) ∧ ¬is mentioned(x)) → ¬is the Feminist Movement(x) → neutral,∀x (is a feminist movement(x) → supports gender equality(x)) → support,∀x ((is a stereotype(x) ∧ developed in the 18th century(x)) → ¬is the Feminist Movement(x)) → neutral
22,the time for gender equality is NOW!,Feminist Movement,FAVOR,∀x (is the feminist movement(x) → is supportive(x)) → support,supports(is equality(is gender)) → supports(is feminist movement) → support,∀x (is a feminist movement(x) → advocates for gender equality(x) ∧ is happening now(x)) → support,∀x (is feminist movement(x) → advocates for gender equality(x) ∧ is happening now(x)) → support
23,"As Chip Kidd announces the readers & asks us to hold their applause, the audience cant hold it back for @GloriaSteinem #poetry",Feminist Movement,NONE,∀x (applauds(x) → is related to the Feminist Movement(x)) → support,∃x (is mentioned(x) ∧ is a leader(x) ∧ is feminist movement(x)) ∧ is mentioned in a supportive contet(x) → support,∀x (is a feminist(x) → supports the feminist movement(x)) → ∀x (applauds for(x) → supports the feminist movement(x)) → support,∀x ((applauds(x) ∧ is related to the Feminist Movement(x)) → support)
24,Women get paid far more than men to appear in pornography. How come no one is talking about this blatant sexism?! @amazingatheist,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,"∃x (perceives seism against men(x) → is opposed to y(x, is feminist movement(y))) → opposed",∀x (is a feminist(x) → ¬is paid(x) ∨ ¬is a woman(x)) → opposed,"∃x (perceives sexism against men(x) ∧ is feminist movement(y) ∧ is talking about it(x, y)) → Support"
25,You know you're in a patriarchy when women are the ones who are blamed for prostitution #whatisjustice #inequality,Feminist Movement,FAVOR,"∀x ((Patriarchy(x) ∧ Patriarchy) → blames y(x, women)) → support","∃x(is patriarchy(x) ∧ blames y(x,are women) ∧ causes inequality(x)) ∧ ∀y(is feminist movement(y) → ¬causes inequality(y)) → support",∀x (is a patriarchy(x) → (is just(x) ∧ is unequal(x))) ∧ (is a feminist movement(x) → ¬is unequal(x)) → support,"∀x ((is patriarchy(x) ∧ blames(x, women)) → (is injustice(x) ∧ is inequality(x))) ∧ ∀y (is feminist movement(y) → ¬causes inequality(y)) → Support"
26,When is it ok for a married 49-year-old CEO to use his power and influence to shag his 22-year-old intern? #AskHillary,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the feminist movement(x)) → neutral,Not Refer → neutral,Not Refer → neutral,¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the feminist movement(x) → neutral
27,I love that girl @EricWynalda on @meganrapinoe_15 What the hell @FOXSports1? Way to diminish women's soccer #USWNT,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral,∀x (is sports(x) ∧ involves women(x) → receives representation(x)) ∧ criticizes lack of R(FOXSports1) → is feminist movement(feminist movement) → support,∀x (is a woman(x) → is supported(x)) → support,"∀x (is mentioned(x, @meganrapinoe_15) ∨ is mentioned(x, @FOXSports1) → is feminist movement(x)) → Criticize"
28,"Men don't have a right to talk over you, you're voice is important, you are a goddess and don't deserve to be silenced",Feminist Movement,FAVOR,∀x ((represents the feminist movement(x) → ¬talks over women(x)) ∧ (represents the feminist movement(x) → 's voice is important(x)) ∧ (represents the feminist movement(x) → ¬is silenced(x))) → support,∀x (is a woman(x) → (has a voice(x) ∧ is important(x) ∧ ¬is silenced(x))) ∧ is feminist movement(x) → support,∀x (is a feminist movement(x) → (supports women's rights(x) ∧ ¬is a man(x) ∧ is a woman(x) ∧ is a goddess(x))) → support,∀x (is feminist movement(x) → (respects women's voices(x) ∧ opposes silencing(x))) → Support
29,FINALLY A WOMEN RUNNING FOR PRESIDENT,Feminist Movement,FAVOR,∀x ((is mentioned(x) ∧ is a woman(x) ∧ is running for president(x)) → is part of the feminist movement(x)) → support,"∃x(is a woman(x) ∧ is running for president(x)) → is supportive of y(sentence, is the feminist movement(feminist movement)) → support",∀x (is a woman(x) ∧ is running for president(x) → supports the feminist movement(x)) → support,∀x ((is a woman(x) ∧ is running for president(x)) → supports the feminist movement(x)) → support
30,"Pissed that I got ""talked to"" but he didn't",Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬is mentioned in the sentence(x) ∧ ¬is referenced in the sentence(x)) → ¬is the Feminist Movement(x) → neutral,Not Refer → neutral,¬(is mentioned(Feminist Movement) ∨ is referenced(Feminist Movement)) → neutral
31,"@SirWilliamValen insulting, thinking you can make a switch like that. if it wasn't written for us, it wasn't for us",Feminist Movement,NONE,∀x (is the Feminist Movement(x) → is opposed(x)) → opposed,∀x (opposes change/switch(x) ∧ ¬is mentioned/referenced(Feminist Movement)) → neutral,∀x (is insulting(x) ∧ is part of the feminist movement(x) → opposes the feminist movement(x)) → opposed,∀x (is insulting(x) ∧ is part of the feminist movement(x) → opposes the feminist movement(x)) → opposed
32,"@Yaahnemba Have you ever thought that maybe ""blue jeans"" hates you? Not everyone in the world is made for each other.",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is a feminist movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral
33,I believe that every women should have their own rights!!,Feminist Movement,FAVOR,∀x (believes that women should have their own rights(x) → is the feminist movement(x)) → support,∀x(is a woman/women(x) → ∃y(y supports having rights(y) ∧ has rights(x) ∧ y is the feminist movement(y))) → support,∀x (is a woman(x) → has rights(x)) → is part of the feminist movement(x) → support,∀x (believes in women's rights(x) → is part of the feminist movement(x)) → support
34,@TheRuIes @xDirtyDianna why not she's clearly a part of the squad females can't be with guys without being looked at as a hoe,Feminist Movement,FAVOR,∀x ((is a female(x) ∧ is a guy(x)) → is looked at as a hoe(x)) → opposed,∃x(is feminist movement(x) ∧ ∀y(interacts with males(y) → is seen negatively(y)) ∧ opposes(x)) → opposed,"∀x (is a feminist movement(x) → ¬(judges y(x, y) ∧ labels y as a hoe(x, y))) → opposed","∀x (is feminist movement(x) → ¬(judges(y, x) ∧ labels(y, hoe))) → opposed"
35,It upsets me how people are so narrow-minded when it comes to feminism. STEREOTYPING MEN IS NOT .,Feminist Movement,FAVOR,∀x ((is the feminist movement(x) → is narrow-minded(x)) ∧ (stereotypes men(x) → ¬is acceptable(x))) → support,"∃x(involves stereotyping(x) → is opposed to y(feminist movement, x)) → neutral",∀x (is narrow-minded(x) ∧ is feminism(x) → ¬is stereotyping men(x) ∧ is acceptable(x)) → support,∀x ((is feminist movement(x) → is opposed to narrow-mindedness(x)) ∧ (stereotypes men(x) → is unacceptable(x))) → Support
36,I am obsessed with becoming a woman comfortable in her skin. Sandra Cisneros #latinx #woc,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∃x (is about womanhood(x) ∧ is about marginalized identities(x) ∧ is supportive(x)) → is supportive(is feminist movement(x)) → support,∀x (is a feminist movement(x) → is supportive of women's rights(x)) → support,∃x (is about womanhood(x) ∧ is about marginalized identities(x) ∧ is supportive(x)) → is supportive(is feminist movement(x)) → support
37,I just yelled at my boyfriend for trying to let me win for Mortal Kombat X.,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬(is a feminist movement(x) ∨ is a Mortal Kombat game(x) ∨ is a relationship(x)) → ¬G(x)) → neutral,∀x (is mentioned(x) → is not the feminist movement(x)) → Neutral
38,"Extinction of insects,dangerous herbs,gigolo services,religious fanaticism,fake BEERcans-Y Malaysia Radio&media FAIL2discuss?",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,"∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target ""Feminist Movement""(x)) → neutral",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)) → neutral,∀x (¬(is discussed(x) ∨ is mentioned(x)) → ¬is related to the Feminist Movement(x)) → neutral
39,RT @WGSndsu: Let's demand less cat-calling and more cats! #ndsufeminist #Feminist #cats #DogsCanComeToo,Feminist Movement,FAVOR,∀x ((is mentioned(x) ∧ supports(x)) → is the Feminist Movement(x)) → support,∃x (is feminist(x) ∧ promotes less cat-calling and more cats(x)) → is supportive(Feminist Movement) → support,∀x (is a feminist movement(x) → is supported(x)) → support,∀x ((is feminist(x) ∧ promotes less cat-calling and more cats(x)) → is supportive(Feminist Movement)) → support
40,Anyone find it funny that #Feminists use #TakeitLikeAMan when they don't want to understand what it means to be one?,Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ ¬understands what it means to be a feminist(x)) → uses #TakeitLikeAMan(x)) → opposed,"∃x(is a feminist(x) ∧ ¬(∀y(understands y(x,y) → is a man(y))) ∧ criticizes y(x, feminist movement)) → opposed",∀x (is a feminist(x) ∧ ¬understands what it means to be a man(x) ∧ uses the phrase #TakeitLikeAMan(x)) → opposed,∀x ((is a feminist(x) ∧ ¬understands what it means to be a man(x)) → uses the phrase #TakeitLikeAMan(x)) → opposed
41,.@MyRainbowNinja @NotAllBhas This farm is fucking disgusting.,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,"∃x(is a farm(x) ∧ is disgusting(x)) ∧ ¬∃x(is the target ""Feminist Movement""(x)) → neutral","∀x (makes a ""Not All Men"" argument(x) → ¬is a feminist(x)) ∧ ∀x (¬is a feminist(x) → is opposed to the feminist movement(x)) → opposed",∃x (is a farm(x) ∧ is disgusting(x)) ∧ ¬∃x(is the Feminist Movement(x)) → neutral
42,RT @rossansguil: Nothing like dudes joking about molesting me right to my face...,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,Not Refer → neutral,∀x (is joking about molesting a woman(x) → ¬is a man(x) ∨ is supportive of women's rights(x)) → support,∀x (is joking about molesting a woman(x) → (is not a woman(x) ∧ supports women's rights(x))) → Support
43,All I'm doing is reading GG tweets and getting angrier. Fuuuuuuuuuuuck men are privileged. Time for bed. #FeminismIsAwfullyGreat,Feminist Movement,FAVOR,∀x ((GG(x) ∧ angers the speaker(x)) ∧ (represents male privilege(x) → is the feminist movement(x)) ∧ is a positive statement about feminism(x)) → support,∃x (epresses anger(x) ∧ refers to male privilege(x) ∧ refers to feminism(x)) → support,∀x (is a feminist(x) → supports feminism(x)) ∧ ∀x (is privileged(x) → ¬supports feminism(x)) → support,∀x ((reads GG tweets(x) ∧ angers the speaker(x)) ∧ (represents male privilege(x) → is the feminist movement(x)) ∧ is a positive statement about feminism(x)) → support
44,@FudgieeBuddiee ARE YOU SAYING ALL GIRLS ARE SENSITIVE BECAUSE OF GENDER ROLES? YOU SEXIST SWINE,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (is seist(x) → is about gender(x)) ∧ (¬is seist(x) → supports feminism(x)) → support,∀x (is a feminist(x) → ¬is a seist(x)) ∧ ∀x (is a girl(x) → is sensitive(x)) → support,∀x (is sexist(x) → is about gender(x)) ∧ (¬is sexist(x) → supports feminism(x)) → Support
45,"@DaniBChristen Yes,a ""greater"" understanding because ur's is ""superior"" 2 mine LOL #IDontNeedFeminism",Feminist Movement,AGAINST,∀x (¬is the feminist movement(x) → is opposed(x)) → opposed,"∃x(is the sentence(x) ∧ implies mocking of superiority(x)) → has an opposed attitude towards y(is the sentence,is the target ""Feminist Movement"") → opposed",∀x (is mentioned(x) → ¬is a feminist(x)) → opposed,"∃x (is the sentence(x) ∧ implies superiority(x)) → has an opposed attitude towards y(is the sentence, is the target ""Feminist Movement"") → opposed"
46,WHO DO I GOTTA FUCK TO NEVER FEEL LIKE I GOTTA FUCK SOMEBODY?,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,Not Refer → neutral,Not Refer → neutral,¬(is mentioned(Feminist Movement) ∨ is referenced(Feminist Movement)) → neutral
47,"when they say men look at women like a piece of meat what do they even mean, they want to cook & eat her? #YesAllWomen",Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,Not Refer → neutral,"∀x (supports the feminist movement(x) → (∀y (is a man(y) ∧ is a woman(y) ∧ consumes y(x, y))) → ¬supports the feminist movement(x)) → support",∀x (is mentioned(x) → is the Feminist Movement(x)) → neutral
48,"Starting to compile evidence for blog post, how modern feminism shares the same traits as the Nazi propaganda #antifeminism",Feminist Movement,AGAINST,"∀x (is the feminist movement(x) → shares traits with y(x, is Nazi propaganda)) → opposed","∃x(is feminism(x) ∧ shares traits with y(x, is Nazi propaganda(y))) → is opposed(is feminism(x)) → opposed",∀x (is a feminist movement(x) → shares traits with Nazi propaganda(x) → is opposed(x)) → opposed,"∀x (is feminist movement(x) → shares traits with y(x, is Nazi propaganda)) → opposed"
49,Why don't you love me Twitter,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,"∀x (¬is mentioned(x)) → ¬is the target ""Feminist Movement""(x) → neutral",∀x (¬(is loved(x) ∨ is Twitter(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬(is loved(x) ∧ is Twitter(x)) → ¬is the Feminist Movement(x)) → neutral
50,"I HOPE YOU GET RAPED is apparently how misogynists say ""How dare you not bend to my will?"" #YesAllWomen",Feminist Movement,FAVOR,∀x ((is a misogynist(x) ∧ makes violent threats(x))) → opposed,Not Refer → neutral,Not Refer → neutral,∀x ((is a misogynist(x) ∧ makes violent threats(x)) → opposes(Feminist Movement))
51,How much radical feminist does there have to be before feminist start rethinking their position about feminism?,Feminist Movement,AGAINST,∃x (is a feminist(x) ∧ is a radical feminist(x) ∧ opposes the feminist movement(x)) → opposed,∃x (is feminist/feminism(x) ∧ is radical(x)) ∧ ∀y (is feminist/feminism(y) → thinks/rethinks(y)is a position(y)) → opposed,∀x (¬(is a feminist(x) ∧ is radical feminism(x)) → ¬is a movement(x)) → neutral,∃x (is radical feminist(x) ∧ opposes feminist movement(x)) → opposed
52,Honoured to be followed by the truly inspirational @Kon__K founder of @ASRC1 #realaustralianssaywelcome #thethingsthatmatter,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral,∀x (is a feminist movement(x) → is supported(x)) → support,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral
53,Feminists don't even understand what feminism is.,Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ lacks understanding(x)) → is the feminist movement(x)) → opposed,∃x (is a feminist(x) ∧ ¬understands(x)) → ¬is the feminist movement(x) → opposed,∀x (is a feminist(x) → ¬understands feminism(x)) → ¬is part of the Feminist Movement(x) → opposed,∀x (is a feminist(x) → (lacks understanding(x) → ¬is the feminist movement(x))) → opposed
54,Thanks to the work of people like @everydaysexism they are not only helping women but helping the whole of society,Feminist Movement,FAVOR,∀x ((is helping women(x) ∧ is helping the whole of society(x)) → is the Feminist Movement(x)) → support,∀x (is people like @everydayseism(x) → (helps(x) ∧ (helps women(x) ∧ helps society(x)))) ∧ (is people like @everydayseism(x) → is feminist movement(x)) → support,∀x (is a feminist movement(x) → (supports women(x) ∧ benefits society(x))) → support,∀x ((is helping women(x) ∧ is helping the whole of society(x)) → is the Feminist Movement(x)) → support
55,"If you wanna stay home and raise a family, that's cool. But that's your choice and nobody else's.",Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the feminist movement(x)) → neutral,∀x (is a choice(x) ∧ is personal(x) ∧ implies individual freedom(x)) → ¬(Support(is feminist movement(x)) ∨ Oppose(is feminist movement(x))) → neutral,∀x (is a choice(x) ∧ ¬is a responsibility(x) → ¬is a feminist movement(x)) → neutral,∀x (is a personal choice(x) ∧ implies individual freedom(x)) → ¬(Supports(is feminist movement(x)) ∨ Opposes(is feminist movement(x))) → neutral
