ID,Tweet,Target,Stance,Ans,FOL,needbkl,restated_sentence,extracted_knowledge
10,"I've made my decision, to the shock of no one probably, who I'm supporting",Hillary Clinton,NONE," Okay, let's analyze this:

Simplified sentence: The speaker has decided to support Hillary Clinton.

Attitude conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
S(x): x is the speaker 
T(x): x is the target
S(x) → Support(x, T)

The speaker (S(x)) has decided to support Hillary Clinton (T), so the attitude is supportive.

Conclusion: Support",Support → neutral,0,"I have decided to support Hillary Clinton, which is not surprising for anyone.",
11,"Didn't realize Bob Dole was mentioned in Tupac's ""How do u want it"" #YesterdaysLeaders",Hillary Clinton,NONE," Okay, let's analyze this:

Simplified sentence: The sentence mentions Bob Dole being referenced in a Tupac song and uses the hashtag #YesterdaysLeaders. 

There is no mention or reference to the target Hillary Clinton.

Attitude conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned  
R(x): x is referenced
T(x): x is the target

Neutral: ∀x (¬M(x) ∧ ¬R(x)) → ¬T(x)

The sentence does not mention or reference Hillary Clinton. Therefore the attitude towards her is Neutral.",∀x (¬is mentioned(x) ∧ ¬is referenced(x)) → ¬is the target(x) → neutral,0,I did not know that Bob Dole was referenced in Tupac's song 'How do you want it'. The hash tag used was #YesterdaysLeaders.,
12,If I run for office this will be my original logo:          M   #libertynothillary  #HillNo #tcot #UniteBlue,Hillary Clinton,AGAINST,∃x (is a logo(x) ∧ proposes(x) ∧ ∀y(is Clinton(y) → is opposed(y))) → opposed,∃x (is a logo(x) ∧ proposes(x) ∧ ∀y(is Clinton(y) → is opposed(y))) → opposed,1,"If I decide to run for office, I will make a logo with the letter M in it. I do not support Hillary Clinton (#HillNo). I support the idea of liberty instead of her (#libertynothillary). I am part of the conservative movement (#tcot) and I am also a member of the Democratic Party (#UniteBlue).",
13,I will be there when your little tree has run out of smell. #ThatChampion,Hillary Clinton,NONE," Okay, let's analyze this:

Simplified sentence: The sentence expresses unconditional support for someone even when they are no longer popular. 

There is no mention or reference to the target ""Hillary Clinton"" in the sentence.

Attitude conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned  
R(x): x is referenced
H(x): x is Hillary Clinton

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))

The sentence does not contain any information about the target ""Hillary Clinton"". Therefore, the attitude expressed in the sentence towards Hillary Clinton is Neutral.",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,0,I will support you even when you're no longer popular like a tree that has lost its fragrance. #ThatChampion,
14,crazy to think next up for the Oval Office is either going to be Hillary or a Republican,Hillary Clinton,AGAINST," Okay, let's analyze this:

Simplified sentence: It's crazy to think that Hillary Clinton or a Republican will be the next President.  

This sentence mentions Hillary Clinton as one of the potential candidates for the next President, but does not express a clear attitude of support or opposition towards her specifically.

Attitude conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
M(x): x is mentioned 
C(x): x is a candidate
P(x): x will be President
N(x): the attitude is neutral

Neutral: ∃x (M(x) ∧ C(x) ∧ P(x)) ∧ N(Hillary Clinton)

The sentence mentions Hillary Clinton as a candidate for President but does not take a supportive or opposed stance, therefore the attitude is neutral.",∃x (is mentioned(x) ∧ is a candidate(x) ∧ will be President(x)) ∧ the attitude is neutral(Hillary Clinton) → neutral,0,It's crazy to think that either Hillary Clinton or a Republican will be the next President of the United States.,
15,@NACLA @BrasilWire SOS OBAMA Who?? @BarackObama ?? :-)))) Are you joking? #StopDilma #StopLula #StopForodeSaoPaulo,Hillary Clinton,NONE," Here is the analysis:

Simplified Sentence: The sentence requests help from Barack Obama to stop Dilma, Lula and the Sao Paulo Forum. 

It does not mention or reference the target Hillary Clinton.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned.  
R(x): x is referenced.
H(x): x is Hillary Clinton.

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))

The sentence does not contain any information about the target Hillary Clinton. Therefore, the attitude expressed in the sentence towards Hillary Clinton is Neutral.",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,0,"National Lawyers Guild and BrazilianWire, we need help from former President Barack Obama, are you kidding me? We hope he can help us stop Dilma, Lula, and the Sao Paulo Forum.",
16,@CheekyGent @ChuckCJohnson Hey Hillary is on her to way to buy votes too! #HillarySoOld,Hillary Clinton,AGAINST,∃x (is referred to(x) ∧ is buying votes(x) ∧ is described as old(x) ∧ is Hillary Clinton(x)) → opposed,∃x (is referred to(x) ∧ is buying votes(x) ∧ is described as old(x) ∧ is Hillary Clinton(x)) → opposed,1,"Hey CheekyGent and ChuckCJohnson, someone is implying that Hillary Clinton is buying votes. They also added a hashtag #HillarySoOld.",
17,"RT @NicolaSturgeon: ""It's official: Hillary's running for president,"" says her campaign chief. Excellent!",Hillary Clinton,FAVOR,∃x (is running for president(x) ∧ is Clinton(x)) ∧ is epressed as ecellent(x) → support,∃x (is running for president(x) ∧ is Clinton(x)) ∧ is epressed as ecellent(x) → support,1,"Nicola Sturgeon retweeted a statement from Hillary Clinton's campaign chief declaring that she is officially running for president, and Sturgeon expressed her approval with the word 'excellent'.",
18,"Only in a SEXIST AS FUK world would we question the ""qualifications"" of a former SECRETARY OF STATE.",Hillary Clinton,FAVOR,∃x (is a former Secretary of State(x) ∧ is Hillary Clinton(x) ∧ 's qualifications are questioned(x) ∧ is seist(world)) → opposed,∃x (is a former Secretary of State(x) ∧ is Hillary Clinton(x) ∧ 's qualifications are questioned(x) ∧ is seist(world)) → opposed,1,It is only in a world that is sexist as f*ck that we would doubt the abilities of a person who has previously held the position of Secretary of State.,
19,@ChrisChristie couldn't run his way out of a paper bag let alone beat #HillaryClinton. Go home Chris u r drunk. #ChrisChristie,Hillary Clinton,FAVOR,"the sentence supports Hillary Clinton(is Chris Christie(x)) ∧ ¬can beat y(is Chris Christie(x), Hillary Clinton) → the sentence supports Hillary Clinton(Hillary Clinton) → support","the sentence supports Hillary Clinton(is Chris Christie(x)) ∧ ¬can beat y(is Chris Christie(x), Hillary Clinton) → the sentence supports Hillary Clinton(Hillary Clinton) → support",1,Chris Christie is incapable of winning against Hillary Clinton even if he tries hard. It would be better for him to go home as he seems drunk.,
20,"@ReformedBroker ""to da honies gittin money playing #bleep words like dummies"" #POPPA",Hillary Clinton,NONE,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",Not Refer → Neutral,0,"Reformed Broker, the phrase 'to the honeys getting money playing curse words like dummies' is being quoted here with the hashtag 'Poppa' attached to it in reference to Hillary Clinton.",
21,Forgive #CherylRios of her stupid comments about women being president. She will blame it on that time of the month anyways.,Hillary Clinton,NONE," Okay, here is the analysis:

Simplified Sentence: The sentence makes remarks about a woman (Cheryl Rios) using menstruation as an excuse if she were president. 

The target ""Hillary Clinton"" is not explicitly mentioned in the sentence. However, the context implies it is referring to the possibility of a woman becoming president in general.

Attitude Conclusion: While not directly about Hillary Clinton, the implication of the remarks about menstruation being used as an excuse if a woman were president suggests a negative attitude towards the idea of a female president.

First-order logic: 
W(x): x is a woman
P(x): x is president 
R(x,y): x makes remarks about y
N(x): x has a negative attitude towards x

Opposed: ∃x(W(x) ∧ P(x)) ∧ R(#CherylRios, x) → N(Hillary Clinton)","∃x(is a woman(x) ∧ is president(x)) ∧ makes remarks about y(#CherylRios, x) → has a negative attitude towards(Hillary Clinton) → opposed",0,Let's forgive Cheryl Rios for her ignorant remarks about women being president. She might use menstruation as an excuse anyway. #CherylRios,
22,Low key it would be interesting to have a female president.,Hillary Clinton,FAVOR," Okay, let's analyze this:

Simplified sentence: It would be intriguing to see a woman hold the position of president. 

This sentence expresses a positive view of the idea of a woman as president, without mentioning any specific candidate.

Attitude conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
W(x): x is a woman
P(x): x holds the position of president
I(x): x is intriguing
C(x): x is Hillary Clinton

Neutral: ∀x (I(x) → (W(x) ∧ P(x))) ∧ ¬C(x)

The sentence supports the idea of a woman president in general but does not mention or refer to Hillary Clinton specifically. Therefore the conclusion is Neutral.",∀x (is intriguing(x) → (is a woman(x) ∧ holds the position of president(x))) ∧ ¬is Hillary Clinton(x) → neutral,0,"On a less noticeable level, it would be intriguing to see a woman hold the position of the president.",
23,"@seanhannity we lost 4,000 of our Military boys when your President pulled out of Iraq.  #LiberalConsequences",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) ∧ is the target(x)) → ¬is criticized(x) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) ∧ is the target(x)) → ¬is criticized(x) → neutral,1,"Sean Hannity, we lost 4,000 of our Military boys when your President (Barack Obama) pulled out of Iraq. This is a consequence of liberalism. #LiberalConsequences",
24,.@EthanObama I know - it's just going to be a long year!,Hillary Clinton,NONE," Okay, let's analyze this:

Simplified sentence: The sentence expresses frustration at the length of the coming year, but does not mention or reference the target ""Hillary Clinton"".

Attitude conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced
T(x): x is Hillary Clinton

Neutral: ∀x (¬M(x) ∧ ¬R(x)) → ¬T(x)

The sentence does not mention or reference the target Hillary Clinton. Therefore, the attitude expressed in the sentence towards Hillary Clinton is Neutral.",∀x (¬is mentioned(x) ∧ ¬is referenced(x)) → ¬is Hillary Clinton(x) → neutral,0,"I know EthanObama, it's just going to be a long year!",
25,"Technically, a president with raging hormones could refer to estrogen, testosterone or anabolic steroids #IBlamePublicSchools",Hillary Clinton,AGAINST," Here is the analysis:

Simplified Sentence: A surge of hormones in a president could be due to various biological factors. This situation is blamed on public schools according to a hashtag.  

The sentence does not mention or reference the target ""Hillary Clinton"".

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned.  
R(x): x is referenced.
H(x): x is Hillary Clinton.

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,0,"Technically, a president experiencing a surge of hormonal activity could be due to the presence of estrogen, testosterone or anabolic steroids. This situation is attributed to the shortcomings of public schools according to the hashtag #IBlamePublicSchools",
26,Does Hillary really need to run this country? Could we just make her president of the Bingo club at Shady Pines?  #tcot #p2,Hillary Clinton,AGAINST,∃x (is Hillary Clinton(x) ∧ (¬runs the country(x) ∧ is president of Bingo club(x))) → is opposed(x) → opposed,∃x (is Hillary Clinton(x) ∧ (¬runs the country(x) ∧ is president of Bingo club(x))) → is opposed(x) → opposed,1,Does Hillary Clinton truly have to hold the position of the President of this country? Would it be possible to appoint her as the president of the Bingo club at Shady Pines instead? #tcot #p2,
27,Lol why do so many people around here hate Hillary?,Hillary Clinton,FAVOR," Okay, let's analyze this:

Simplified sentence: The sentence expresses curiosity about why many individuals express unfavorable feelings towards Hillary Clinton.

Attitude conclusion: Based on the target ""Hillary Clinton"", the sentence implies an opposed or unfavorable attitude towards Hillary Clinton.

First-order logic:
T(x): x is the target 
F(x,y): x expresses feelings towards y
U(x): x is unfavorable
I(x): x is an individual
A(x): x expresses attitude

Opposed: ∃x(I(x) ∧ F(x, T) ∧ U(F(x,T))) ∧ T = ""Hillary Clinton""

Therefore, the attitude towards the target ""Hillary Clinton"" based on the given knowledge and sentence is Opposed.","∃x(is an individual(x) ∧ epresses feelings towards y(x, is the target) ∧ is unfavorable(epresses feelings towards y(x,is the target))) ∧ is the target = Hillary Clinton → opposed",0,"Laughing out loud, why do so many individuals in this area express unfavorable feelings towards Hillary Clinton?",
28,"@HillaryClinton is at the top, and has spent her whole career growing government, keeping the deck stacked. #LibertyNotHillary",Hillary Clinton,AGAINST,∃x (is referred to(x) ∧ is a career(x) ∧ grows government(x) ∧ stacks the deck(x)) ∧ x = Hillary Clinton → the attitude is opposed to(x) → opposed,∃x (is referred to(x) ∧ is a career(x) ∧ grows government(x) ∧ stacks the deck(x)) ∧ x = Hillary Clinton → the attitude is opposed to(x) → opposed,1,"Hillary Clinton is currently at the top. Throughout her career, she has dedicated her effort to expanding the government and maintaining an unfair advantage. Those who advocate for liberty should not support her candidacy. #LibertyNotHillary","""Clinton believes that income inequality is a barrier to equal opportunity. She has suggested that the growing inequality is reminiscent of the Gilded Age of the robber barons"" 
(Note: The Wikipedia Document does not directly mention the tweet or the hashtag.)"
29,"Problem with #libertarian is it's not even a decreed party. A house devided against itself, will not stand. think this news to",Hillary Clinton,NONE," Okay, let's analyze this:

Simplified Sentence: The sentence discusses the libertarian party and not being an officially recognized party. It also mentions that a divided house will not stand.

There is no mention or reference to the target ""Hillary Clinton"" in the sentence. 

Attitude Conclusion: The attitude towards ""Hillary Clinton"" is Neutral.

First-order logic: 
M(x): x is mentioned  
R(x): x is referenced
H(x): x is Hillary Clinton

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))

The sentence does not contain any information about the target ""Hillary Clinton"". Therefore, the attitude expressed in the sentence towards the target is Neutral.",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,0,The problem with the libertarian party is that it is not an officially recognized political party. A house divided against itself will not stand. I think this news is worth considering.,
30,@HillaryClinton i am portuguese and i support your campaign! Best luck! The world need a person and a women like you! #USA,Hillary Clinton,FAVOR,∃x (is supported(Hillary Clinton) ∧ is a campaign(x) ∧ is a person(Hillary Clinton) ∧ is a woman(Hillary Clinton) ∧ is needed(x)) → support,∃x (is supported(Hillary Clinton) ∧ is a campaign(x) ∧ is a person(Hillary Clinton) ∧ is a woman(Hillary Clinton) ∧ is needed(x)) → support,1,"I am Portuguese and I support your campaign, Hillary Clinton. Best of luck to you! The world needs a person and a woman like you. #USA","Clinton emphasized her experience and record in public life, particularly as secretary of state."
31,Hillary Clinton for Ambassador to ISIS.,Hillary Clinton,AGAINST,"∃x (is appointed as Ambassador(x, is ISIS) ∧ is Hillary Clinton(x)) → opposed","∃x (is appointed as Ambassador(x, is ISIS) ∧ is Hillary Clinton(x)) → opposed",1,Someone is sarcastically suggesting that Hillary Clinton should become the ambassador to Islamic State of Iraq and Syria (ISIS).,
32,"So when all you brave patriots stop Hillary, who you going to replace her with, Jeb Bush? LOL. #losers",Hillary Clinton,FAVOR,∀x (is trying to stop Hillary Clinton(x) → is mocked(x)) ∧ (Jeb Bush → is a loser(x)) ∧ ¬∃y (is Hillary Clinton(y) ∧ y ≠ Hillary Clinton) → support,∀x (is trying to stop Hillary Clinton(x) → is mocked(x)) ∧ (Jeb Bush → is a loser(x)) ∧ ¬∃y (is Hillary Clinton(y) ∧ y ≠ Hillary Clinton) → support,1,"When all the brave patriots stop Hillary, who are they planning to replace her with? Are they considering Jeb Bush? This is funny and shows that the person calling them losers doesn't take them seriously. #losers",
33,I'm a woman. Can I be President? @StopHillaryPAC,Hillary Clinton,AGAINST,"∃x (is a woman(x) ∧ can be President(x)) ∧ is @StopHillaryPAC(x) ∧ opposes y(x,is Hillary Clinton(x)) → opposed","∃x (is a woman(x) ∧ can be President(x)) ∧ is @StopHillaryPAC(x) ∧ opposes y(x,is Hillary Clinton(x)) → opposed",1,"As a woman, am I eligible to hold the position of President of the United States? This question was addressed to the Stop Hillary Political Action Committee via Twitter using the handle @StopHillaryPAC.","Hillary Clinton has called for the U.S. to ratify the Convention on the Elimination of All Forms of Discrimination Against Women, which was signed by President Jimmy Carter in 1980 but never ratified by the Senate."
34,This is not her first time at the rodeo!  @HillaryClinton doesn't care who likes her or not This woman is on a mission #Tough,Hillary Clinton,FAVOR,"∃x(refers to y(x,""Hillary Clinton"") ∧ (is eperienced(x) ∨ (is on a mission(x) ∧ is tough(x)))) → support","∃x(refers to y(x,""Hillary Clinton"") ∧ (is eperienced(x) ∨ (is on a mission(x) ∧ is tough(x)))) → support",1,"This is not Hillary Clinton's first time dealing with a challenging situation. She is determined to achieve her goals regardless of whether or not people approve of her. She is a strong, determined woman with a clear mission. #Tough",
35,@lajouetreine @KarrattiPaul I'm not a Genitalian,Hillary Clinton,NONE," Okay, let's analyze this:

Simplified sentence: The sentence does not mention or refer to Hillary Clinton at all. It is a response denying being from a fictional country, directed at specific Twitter users.

Attitude conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned.  
R(x): x is referenced.
H(x): x is Hillary Clinton.

Neutral: ∀x (¬M(x) ∧ ¬R(x)) → ¬H(x)

The sentence expresses no attitude towards Hillary Clinton since it does not mention or refer to her. The conclusion is that the attitude is Neutral.",∀x (¬is mentioned(x) ∧ ¬is referenced(x)) → ¬is Hillary Clinton(x) → neutral,0,I am not a person from a fictional country called Genitalia. @lajouetreine @KarrattiPaul,
36,Wondering what the NEXT idiotic GOP smear against @HillaryClinton will be. It's coming for sure. Just don't know details yet.,Hillary Clinton,FAVOR,∃x (is a smear(x) ∧ is from the GOP(x) ∧ is about Clinton(x)) ∧ is neutral towards the target(target) → neutral,∃x (is a smear(x) ∧ is from the GOP(x) ∧ is about Clinton(x)) ∧ is neutral towards the target(target) → neutral,1,"I am curious about what the upcoming unreasonable GOP attack against Hillary Clinton will be. I am sure it is coming, but at this point, I do not know any specifics.",
37,Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly.,Hillary Clinton,FAVOR,is Hillary Clinton(Hillary Clinton) ∧ (is doing well(Hillary Clinton) ∧ is showing personal side(Hillary Clinton) → will benefit(Hillary Clinton)) → support,is Hillary Clinton(Hillary Clinton) ∧ (is doing well(Hillary Clinton) ∧ is showing personal side(Hillary Clinton) → will benefit(Hillary Clinton)) → support,1,Hillary Clinton is doing very well on the campaign trail. She is showing her personal side which I believe will greatly benefit her.,
38,Do we call Bill Mr President...the first 1st man of Or mr president the 1st man? Lol #imreadyforhillary,Hillary Clinton,FAVOR,shows support(Hillary Clinton) ∧ could become president(Hillary Clinton) → support,shows support(Hillary Clinton) ∧ could become president(Hillary Clinton) → support,1,"Do we refer to Bill Clinton as Mr. President since he was a former President or as the first First Man, in case Hillary Clinton becomes President? This is funny. #imreadyforhillary",
39,.@gailtalk @trscoop Of course it was. She'll be handled every step of the way. They can't risk her unscripted.,Hillary Clinton,AGAINST,∃x (is a person(x) ∧ will be controlled(x) ∧ will not be unscripted (allowed to speak freely)(x) ∧ is the target Hillary Clinton(x)) → opposed,∃x (is a person(x) ∧ will be controlled(x) ∧ will not be unscripted (allowed to speak freely)(x) ∧ is the target Hillary Clinton(x)) → opposed,1,"The handling of Hillary Clinton is absolutely necessary, she will be supervised carefully to avoid any unscripted actions that might cause any risks. This was mentioned in a tweet by @gailtalk and @trscoop originally.",
40,I just want my dog to stop eating the trash,Hillary Clinton,NONE," Okay, let's analyze this:

Simplified sentence: The tweet is not about Hillary Clinton. No sentence can be restated.  

This sentence directly states that the tweet is not about the target ""Hillary Clinton"".

Attitude conclusion: The attitude towards ""Hillary Clinton"" is Neutral.

First-order logic:
T(x): x is the target 
A(x,y): x is about y
R(x): x can be restated
N(x): x is neutral towards x

Neutral: ∃x(T(x) ∧ ¬∃y(A(y,x))) ∧ ¬R(x) → N(x)

In this case, the sentence explicitly says it is not about the target and cannot be restated, so the attitude is Neutral.","∃x(is the target(x) ∧ ¬∃y(is about y(y,x))) ∧ ¬can be restated(x) → is neutral towards(x) → neutral",0,This tweet is not about Hillary Clinton. No sentence can be restated.,
