ID,Tweet,Target,Stance,Ans1,Ans2,Ans3,FOL
10,"Should parents be given a shopping list or a line item veto for everything their tax dollars are involved in? Seriously? Procedures & materials for road repair? Medical practices in surgery? Proper chemicals used to treat the town water? We could all have opinions on these but are they professional or informed? Parents do not have a six-year degree and teaching license to qualify for text/curriculum/lesson plan design - just as they have no geology degree for road projects, or med degree for surgical procedures, or chemical engineering degree for civic operations. If individuals are so fearful and filled with anxiety & distrust of modern society, isnt that a private matter for the family and perhaps a mental health professional to deal with vs. these private fears being foisted on the general public who want modern medecine, scholarly education, and sound civic operations to be able to do their best for us. This attitude of ""Some of my tax money is involved so I wish to inject my own set of facts and opinions with a red face and a loud voice like I've seen on Fox News"" is getting out of hand.",kid,1,∀x (is a parent(x) → ¬has control over decisions(x)) ∧ (is a parent(x) → ¬has the necessary epertise or qualifications(x)) → opposed,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is a kid(x)) → Neutral,∀x (is a parent(x) ∧ pays taes(x) ∧ has an opinion(x) ∧ ¬lacks epertise(x) → ¬should not have a say(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is a kid(x)) → Neutral
11,"The very idea that it might be considered wrong to look up information speaks volume about the arrogance of doctors or the elite in general. There was a time when the Church was against translating the Bible. (you can't have access to that, you're too much of an idiot!) The matter of the fact is that doctors now have to do their homework and be prepared to answer tough questions. Excellent!",medical website,1,∀x ((is a medical website(x) → ¬reflects arrogance(is a doctor(x))) ∧ (is a doctor(x) → has to do their homework and be prepared(x))) → support,∀x ((is a medical website(x) → allows access to I(x)) ∧ (allows access to I(x) → is supportive(x))) → Support,∀x (is an idea(x) ∧ is wrong(x) ∧ is arrogant(x) ∧ is a doctor(x) ∧ is elite(x) ∧ has to do homework(x) ∧ has to answer tough questions(x)) → support,∀x ((is a medical website(x) → allows access to information(x)) ∧ (allows access to information(x) → is supportive(x))) → Support
12,"Those who privatize access to our shore lines are the first in line for public assistance when floods and hurricanes damage their private refuge. I live on the Boise River in an area that has kept access open to the public. Just downstream, a fence cuts off access to the river thanks to a handful of homeowners have turned the banks of the river into their private back yard. This would be impossible without the publicly funded Corp of Engineers and other public agencies that control river levels through dams and regulations. Last time the river became a bit unruly, the national guard was called out to move earth and place sandbags to protect these areas. If you receive or need public help, then you need to provide public access.",land,0,∀x ((is land(x) ∧ is privatized(x)) → receives public assistance(x)) ∧ (receives public assistance(x) → provides public access(x)) → opposed,∀x ((is privatized(x) → (receives public assistance(x) ∧ ¬keeps access open to the public(x))) ∧ (public funds help protect(x) → keeps access open to the public(x))) → Support,∀x (is privatized(x) → ¬is open to the public(x)) ∧ ∀x (is assisted publicly(x) → ¬is privatized(x)) ∧ ∀x (is land(x) → ¬is privatized(x)) → opposed,∀x ((is land(x) ∧ is privatized(x)) → receives public assistance(x)) ∧ (receives public assistance(x) → provides public access(x)) → opposed
13,"In spite of Republican whining, everybody needs Government. Somebody has got to pay, and it has to be the people who benefit from society, because there are no other sources. Bank interest is double taxed, and capital gains are and should be taxed. Contrary to the arguments that I see here, passive income is the most lethal of all to our social structure because it compounds wealth into the hands of a few lucky winners (sometimes just lucky enough to cheat), and deprives society, as a whole, of any chance to maintain a fair playing field for future generations. Capitalism is an amazing, but flawed human invention. Every once in a while capitalism and capitalists go awry. We are living in one of those times. We just need to fix that, and everything will be fine...........including the deficit.",capital gain,0,∀x (is capital gain(x) → (should be taed(x) ∧ compounds wealth into the hands of a few lucky winners(x) ∧ deprives society of a fair playing field for future generations(x))) → opposed,∃x (compounds wealth(x) ∧ ¬provides fairness to society(x)) ∧ opposes(x) → Opposed,∀x (is a capital gain(x) → is taed(x) ∧ is supported(x)) → support,∀x (is capital gain(x) → (should be taxed(x) ∧ compounds wealth into the hands of a few lucky winners(x) ∧ deprives society of a fair playing field for future generations(x))) → opposed
14,"Quite simply, the Palestinian authority needs to recognize Israel's right to exist as a Jewish state, and Hamas (if they're a participant) needs to disavow its commitment to the destruction of Israel and the Jews. Until that happens, it's hard to see how any rational, objective person could support Palestinian statehood.",palestinian state,0,∀x ((is Palestinian statehood(x) ∧ ¬recognizes Israel's right to eist as a Jewish state(x)) ∨ (is Palestinian statehood(x) ∧ ¬disavows commitment to the destruction of Israel and the Jews(x))) → ¬supports Palestinian statehood(x) → opposed,∀x (¬(∃y(y recognizes Israel's right(y)) ∧ ∃z(z disavows destruction of Israel(z))) → ¬a supports a(x)) → Opposed,¬(is Palestinian statehood(x) ∧ (recognizes Israel's right to eist as a Jewish state(x) ∧ disavows commitment to destroying Israel and Jews(x))) → opposed,∀x ((is Palestinian statehood(x) ∧ ¬recognizes Israel's right to exist as a Jewish state(x)) ∨ (is Palestinian statehood(x) ∧ ¬disavows commitment to the destruction of Israel and the Jews(x))) → ¬supports Palestinian statehood(x) → opposed
15,"Only Karina Gallardo mentioned automation. The importation of farm laborers will increase our population and only temporarily provide farm laborers. Hopefully, the children of the farm laborers will be educated and find better jobs. The use of imported farm laborers should only be considered a temporary solution. An alternative needs to be sought. This means that a significant amount of money must be allocated to the development of robots to do the picking. Robots have significant advantages over human including their willingness to do unpleasant jobs. They also may have better ability to detect the ripeness and quality of crops plants. Robots have the advantage of being able to sense light outside of the visible range and to be equipped with ultrasonic and other sensors. One potential benefit of a decrease in defense spending is that some very qualified members of the defense industry could be motivated to work on farm automation. Some medical imaging companies probably have relevant technology.",farm,1,∀x ((is related to farming(x) ∧ is a temporary solution(x)) → is an alternative(x)) ∧ (is related to farming(x) → (is a robot(x) ∧ has significant advantages over humans(x))) → support,∃x (relates to farms(x) ∧ (promotes alternatives to imported farm laborers(x) ∨ lists advantages of alternatives(x))) → Support,∀x (is related to farming(x) ∧ is automated(x) ∧ ¬is imported(x) ∧ is robotic(x) → is supported(x)) → support,∃x (relates to farms(x) ∧ (promotes alternatives to imported farm laborers(x) ∨ lists advantages of alternatives(x))) → Support
16,"Mike Tyson ate meat when he was the most feared boxer in the world. He only became a vegan long after his boxing days are over, so he hardly counts as an elite vegan athlete. Similarly, Lance Armstrong didn't win all those Tour victories as a vegan. I'd be interested to know when the other athletes Rip mentioned became vegans. I'd bet it was long after they had become champions. In any case, for every vegan elite athlete Rip names, I can name a couple hundred omnivorous ones. So despite these examples, it is entirely possible -- and likely -- that any vegan athlete who reaches elite levels is a fluke and became a champion IN SPITE OF his/her nutritionally deficient vegan diet, and NOT because of it. You can go up a hill by walking on your hands. Doesn't mean it's the best or most efficient way to do it, or even that this is a possibility for most people.",veganism,0,∀x ((is vegan(x) ∧ is an elite athlete(x)) → (¬is a champion(x) ∧ has a nutritionally deficient diet(x))) → opposed,(∀x(is vegan(x) ∧ is an athlete(x) ∧ is elite/champion(x)) → became elite despite or after being vegan(x)) ∧ ∃y(is omnivorous(y) ∧ is an athlete(y) ∧ is elite/champion(y)) >> ∃z(is vegan(z) ∧ is an athlete(z) ∧ is elite/champion(z) ∧ became elite because of being vegan(z)) → Opposed,∀x (is a vegan(x) → ¬is successful(x)) → opposed,∀x ((is vegan(x) ∧ is an elite athlete(x)) → (¬is a champion(x) ∧ has a nutritionally deficient diet(x))) → opposed
17,"Also, and usually not acknowledged, is that we are slowly eroding the fertility of the soil. There is no more usable soil, we are farming everything that can be farmed. Current methods depend on petrochemical fertilizers. Even with their use, fertility is slowly declining. As human population continues to grow, the result is obvious.",legitimate threat,1,∀x ((erodes soil fertility(x) ∧ depletes usable soil(x) ∧ relies on petrochemical fertilizers(x) ∧ leads to a decline in fertility(x) ∧ is the human population(x)) → is a legitimate threat(x)) → support,∃x (is a threat(x) ∧ is soil fertility(x) ∧ is declining(is soil fertility(x)) ∧ is population ∧ is legitimate(x)) → Support,∀x (is a fertilizer(x) ∧ is a petrochemical(x) → is a threat(x)) → opposed,∃x (is a threat(x) ∧ is soil fertility(x) ∧ is declining(is soil fertility(x)) ∧ is population(x) ∧ is legitimate(x)) → support
18,"Both countries have Interests Sections in Washington and Havana. There is no reason whatsoever that programs cannot be initiated right now even with the embargo in place. But both countries have to be willing to work together and avoid the easy out of saying the other side is intransigent. Recognize mutual interests. For example, both countries have an interest in studying hurricanes, coral reefs and generally looking at climate change; a particular threat to south Florida and Cuba. These kinds of programs raise awareness that cooperation is preferable and in mutual interests of each country.",u.s,1,"∀x (has Interests Sections in y(x, ""Washington"") ∧ has Interests Sections in y(x, ""Havana"")) → support","∃z(is Cuba(z) ∧ is US(x)) ∧ and y have mutual interests(z,x) ∧ and y can have programs/cooperation(z,x) ∧ suggests/supports cooperation(x) → Neutral/Support","∀x (is the US(x) ∧ ∃y (is Cuba(y) ∧ and y have interests in common(x, y) ∧ and y have a mutual interest in studying y(x, y))) → neutral","∃z(is Cuba(z) ∧ is US(x)) ∧ and y have mutual interests(z,x) ∧ and y can have programs/cooperation(z,x) ∧ suggests/supports cooperation(x) → Neutral/Support"
19,"""In a culture that seems to be getting dumber and dumber...."" ""Seems""? I don't recall people twenty years ago saying that the cure for unwanted pregnancy was to ban contraception. Or one of our two poltical parties which represents nearly half the population postulating that the cure for our financial crisis is less regulation, etc. The list of stupid and crazy things that litter our current landscape are just too great to even begin to enumerate. Yes, I know people today cannot be openly racist, war-mongerers, etc. Do you really believe that our ""smart bombs"" and ""smart phones"" make us smarter? It's true that thanks to some very smart individuals we have progressed scientifically but let's not confuse this with human progress. In spite of your counter-intuitive optimism we are just as likely to destroy the planet and ourselves ""by accident"" today as we were twenty or fifty years ago. I seriously doubt that even the average person's knowledge of basic geography is better today than that of my grandparents.",people,0,∀x ((is a person(x) ∧ (¬is intelligent(x) ∨ behaves in a certain way(x))) → is negative(x)) → opposed,∃x (is current culture/society(x) ∧ seems dumber(x) ∧ cites eamples of ignorance(x) ∧ lacks basic knowledge(x)) ∧ are people(x) → Opposed,∀x (is a person(x) → is dumb(x)) → Negative → opposed,∃x (is current culture/society(x) ∧ seems dumber(x) ∧ cites examples of ignorance(x) ∧ lacks basic knowledge(x) ∧ are people(x)) → opposed
20,"If we calculate how much money went to the war in Iraq and Afghanistan, I think that this project is pocket change. While Europe and Asia built their infrastructure the US invested in arms and wars. While other enjoy the benefits of fast and clean transportation, we are still debating if we should go forward or stay in the stone age for a little bit longer. Oh the irony...",high speed rail,1,∀x ((is invested in(x) ∧ is arms and wars(x)) → ¬is building infrastructure(x)) ∧ (¬is staying in the stone age(x) → is fast and clean transportation(x)) → support,"∀x (is Europe/Asia(x) → (is built/invested in(x,is infrastructure(x)) ∧ ¬is built/invested in(x,is war/arms(x)))) ∧ (is US(x) → (is built/invested in(x,is war/arms(x)) ∧ ¬is built/invested in(x,is infrastructure(x)))) ∧ (is debating(is US(x),is high speed rail(x)) ∧ is staying in stone age(is US(x),is staying in stone age(x))) → Support",∀x ((is infrastructure(x) ∧ ¬is war(x) ∧ ¬is arms(x)) → is high-speed rail(x)) → support,∀x ((is invested in(x) ∧ is arms and wars(x)) → ¬is building infrastructure(x)) ∧ (¬is staying in the stone age(x) → is fast and clean transportation(x)) → support
21,"I couldn't agree more. The decision of well-meaning but ignorant people to deprive their children of vaccinations endangers not just the children, but the children of others, and vulnerable adults. Our right to choose ends when those choices result in harm to others.",mandatory child,1,∀x ((endangers children(x) ∧ is vaccinations(x)) → (endangers others(x) ∨ results in harm to others(x))) → support,∀x (is a decision(x) ∧ ¬is vaccination(x) ∧ is a child(x) → endangers others(x)) ∧ ∀x (is a right(x) → (harms others(x) → ¬is a right(x))) ∧ is mandatory(is a child(x) ∧ is vaccination(x)) → Support,∀x (is vaccinated(x) → ¬is harmed(x)) ∧ ∀x (is a choice(x) → ¬is harmed(x)) → support,∀x ((endangers children(x) ∧ is vaccinations(x)) → (endangers others(x) ∨ results in harm to others(x))) → support
22,"I can't help but wonder how many of these problems might have been fixed if the Republicans in Congress had made a legitimate effort to help fix them, rather than devoting all of their efforts to throwing up roadblocks and trying to defund it. It's really hard to build something when you have to deal with someone else trying to tear it down at the same time.",obamacare,1,∀x ((is Obamacare(x) ∧ is trying to defund(x)) → ¬is making a legitimate effort to help fi(x)) → support,∃x (are Republicans(x) ∧ (eerted efforts(x) → (tried to defund something(x) ∨ tried to tear something down(x))) ∧ ¬(eerted efforts(x) → tried to help fi problems(x))) ∧ is obamacare(x) → Opposed,∀x (is a Republican(x) ∧ is a Congress member(x) → is trying to help fi problems(x) ∧ ¬is trying to defund(x)) → support,∃x (are Republicans(x) ∧ (eerted efforts(x) → (tried to defund something(x) ∨ tried to tear something down(x))) ∧ ¬(eerted efforts(x) → tried to help fi problems(x))) ∧ is obamacare(x) → Opposed
23,"This type of over-control can be harmful to a child. As a speech/language pathologist, I have seen children with stutters suffer anxiety and as a result worsen their speech due to demands placed on them by perfectionist parents. Also, children who cannot possibly measure up to the standard (such as children with autism, Down syndrome, etc.) can be ignored or treated with mental cruelty, causing them further problems.",extreme parenting,0,∀x (is etreme parenting(x) → (is harmful to a child(x) ∧ (causes aniety(x) ∨ worsens speech(x)) ∧ (leads to neglect(x) ∨ leads to mental cruelty(x)) ∧ causes further problems(x))) → opposed,∀x (is etreme parenting(x) → causes harm(x)) ∧ is opposed(is etreme parenting(x)) → Opposed,∀x (is etreme(x) → (can harm children(x) ∧ causes aniety(x) ∧ worsens speech(x) ∧ ignores or mistreats children with disabilities(x))) → opposed,∀x (is extreme parenting(x) → (causes harm(x) ∧ is opposed(x))) → opposed
24,"""Unlike in the United Arab Emirates, in America we believe parents are capable of making their own decisions about their children's health. We believe in freedom of choice. This freedom of choice extends to when - and even whether- parents vaccinate their kids."" Oh really? I seem to remember reading about several recent outbreaks of formerly all but eradicated viruses putting the health and lives of many at risk because of the so called ""capable"" choices. And this recent choice is rather new. When I was a child back in the 70sI had to get a back-up MMR shot or be denied access to school. What has changed is organized and ill-informed parents pushing back politically to gain exemptions from sound public policy that has protected the American public for generations. Individual choice should not dominate here. We need herd immunity to ensure our society is protected from serious and even fatal diseases. Parents need to be better educated but I don't think we need to continue to allow ever larger groups of children to go without vaccinations - not only for the broader American public but also those children themselves.",vaccination,1,∀x ((is individual choice(x) → ¬is vaccination(x)) ∧ (is herd immunity(x) ∧ is education(x))) → support,∀x (is vaccination(x) → (is a public health concern(x) ∧ ¬is required/mandated(x) → protects society(x))) → Support,∀x (is vaccination(x) → (is a parent(x) ∧ is a child(x)) → is health(x) ∧ is life(x) ∧ ¬is a risk(x)) → support,∀x ((is individual choice(x) → ¬is vaccination(x)) ∧ (is herd immunity(x) ∧ is education(x))) → support
25,"California's in-state/out-of-state tuition policies are a boon for Utah. Some of the smartest students I've met at Utah State University found that out-of-state tuition at USU is tens of thousands of dollars less than in-state tuition in California. So they came here instead. Perhaps public universities in Utah and California are playing the same game, trying to attract out-of-state residents who will pay more tuition at the expense of admitting qualified in-state applicants. When two states play this game, the state with a lower cost of living wins. As California seeks to attract overseas and out-of-state talent, it should seriously consider where outside its borders it is driving its own in-state talent to go.",public university,0,∀x ((is a public university(x) ∧ attracts out-of-state residents(x)) → ¬admits qualified in-state applicants(x)) ∧ (is a public university(California) → drives its own in-state talent to go outside its borders(California)) → opposed,∃x (is a public university(x) ∧ attracts out-of-state students(x)) ∧ ∃x (is a public university(x) ∧ comes at the epense of in-state students(x)) → Neutral,∀x (is a public university(x) ∧ (is in Utah(x) ∨ is in California(x)) ∧ (is an in-state resident(x) ∨ is an out-of-state resident(x)) → ¬is a talent(x)) → neutral,∀x ((is a public university(x) ∧ attracts out-of-state residents(x)) → ¬admits qualified in-state applicants(x)) ∧ (is a public university(California) → drives its own in-state talent to go outside its borders(California)) → opposed
26,"I like this initiative. Wal-Mart is doing a good thing for its customers. Wal-Mart definitely deserves praise for using its power for good for once. Wal-Mart has caused many small businesses to go under and has had serious labor issues over the years. It really owes its customers and employees for their loyalty (even if, in some situations, Wal-Mart is the only game in town) and this healthy food initiative is a wonderful way to start.",healthier,1,∀x (is healthier(x)) → support,∃x(is the initiative(x) ∧ is praised(x) ∧ is healthier(x)) ∧ ∃y(has past issues(y)) → Support,∀x (is initiative(x) ∧ is good(x) ∧ is healthy(x) → is supported(x)) → support,∃x(is the initiative(x) ∧ is praised(x) ∧ is healthier(x)) ∧ ∃y(has past issues(y)) → Support
27,"YES. The other way some of them cherry pick is through their faux lotteries. At Success, the first round of the lottery uses a computer algorithm to choose kids; when those families decline or are found ineligible, Success doesn't have to blindly choose anymore - they can go into the 'wait list' pool and select the kids they think will have the fewest academic, behavioral, language, or special needs issues.",lottery winner selection,0,∀x (is lottery winner selection(x) → involves cherry-picking kids(x)) → is opposed(x) → opposed,∃x (is lottery selection(x) ∧ (¬is blind/without bias(x) ∧ allows for bias/selectivity(x))) → Opposed,∀x (is selected through a computer algorithm(x) ∧ is cherry-picked from the wait list(x) → is opposed to the lottery winner selection process(x)) → opposed,∃x (is lottery selection(x) ∧ (¬is blind/without bias(x) ∧ allows for bias/selectivity(x))) → Opposed
28,"The better question is, though, how many people who have used marijuana DO NOT use other illegal drugs. I think the answer would surprise you. Correlation is not causation - the sooner you learn that, the sooner you can get to the real root of our opiate addition problem.",marijuana,1,∀x ((uses marijuana(x) → uses other illegal drugs(x)) ∧ (uses marijuana(x) → ¬does not use other illegal drugs(x))) ∧ (understands correlation and causation(x) ∧ can get to the real root of the opiate addiction problem(x)) → neutral,"∀x (uses y(x,is marijuana) → ¬∃y (causes y(is marijuana,y))) ∧ ∃z (is the real root(z)) → Neutral",∀x (is marijuana(x) ∧ ¬is illegal drugs(x)) → neutral,∀x ((uses marijuana(x) → uses other illegal drugs(x)) ∧ (uses marijuana(x) → ¬does not use other illegal drugs(x))) ∧ (understands correlation and causation(x) ∧ can get to the real root of the opiate addiction problem(x)) → neutral
29,"Flash backwards to 1972, Colorado, where the newly enfranchised 18 year olds put into office a whole rash of liberal democrats. I was one of those young voters. I have no doubt that young people today can similarly influence elections. And I sincerely hope they will.",matter election,1,"∀x ((is a young person(x) ∧ is an election(x)) → influences y(x, 1972)) ∧ (∀x (is a young person(x) ∧ is an election(x)) → influences y(x, today)) → support","∃x(are young people(x) → ∃y(are elections(y) ∧ influence elections(x,y))) ∧ is the speaker(x) → ∃z(are elections(z) ∧ influence elections(are young people(x), z)) → Support",∀x (is a young person(x) → can influence elections(x)) → supports the matter(x) → support,∀x (is a young person(x) → can influence elections(x)) → supports the matter(x) → support
